artist,song,e_label,v_label,youtube_link
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2.0,1.0,https://youtube.com/watch?v=5Nrv5teMc9Y
Bryson Tiller,Don't,1.0,0.0,https://youtube.com/watch?v=6VkKFYOKgZg
Steve Aoki,Just Hold On,2.0,1.0,https://youtube.com/watch?v=Vt4Tq89R8u0
Clean Bandit,Tears (feat. Louisa Johnson),2.0,0.0,https://youtube.com/watch?v=dc-nyGo0aC8
Jonas Blue,Fast Car,1.0,1.0,https://youtube.com/watch?v=w37EFJceMSU
Flume,Never Be Like You,1.0,0.0,https://youtube.com/watch?v=Ly7uj0JwgKg
Bastille,Good Grief,2.0,2.0,https://youtube.com/watch?v=ZWCB3hpJDXM
Sia,The Greatest (feat. Kendrick Lamar),2.0,2.0,https://youtube.com/watch?v=sG6aWhZnbfw
PARTYNEXTDOOR,Not Nice,1.0,2.0,https://youtube.com/watch?v=iTno21crSsY
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",0.0,0.0,https://youtube.com/watch?v=BiQIc7fG9pA
Hilltop Hoods,1955,1.0,2.0,https://youtube.com/watch?v=MD8flUkymrM
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),2.0,2.0,https://youtube.com/watch?v=jsbeemdD2rQ
Daya,"Sit Still, Look Pretty",2.0,1.0,https://youtube.com/watch?v=uPHKkewD1G0
Kent Jones,Don't Mind,2.0,2.0,https://youtube.com/watch?v=icTkYFiSfJc
Flume,Say It,1.0,0.0,https://youtube.com/watch?v=hZe5K1DN4ec
Bryson Tiller,Exchange,1.0,0.0,https://youtube.com/watch?v=aj9coPGuFkM
MØ,Final Song,2.0,0.0,https://youtube.com/watch?v=WUcXQ--yGWQ
Beyoncé,Sorry,1.0,1.0,https://youtube.com/watch?v=QxsmWxxouIM
Little Mix,Shout Out to My Ex,2.0,2.0,https://youtube.com/watch?v=bFDzhKdrN9M
The Lumineers,Ophelia,1.0,1.0,https://youtube.com/watch?v=pTOC_q0NLTk
Frank Ocean,Pink + White,1.0,1.0,https://youtube.com/watch?v=uzS3WG6__G4
Drake,Too Good,1.0,1.0,https://youtube.com/watch?v=1lbKUiZv1fI
Ed Sheeran,Shape of You,1.0,2.0,https://youtube.com/watch?v=JGwWNGJdvx8
Sean Paul,No Lie,2.0,1.0,https://youtube.com/watch?v=GzU8KqOY8YA
Luis Fonsi,Despacito (Featuring Daddy Yankee),2.0,2.0,https://youtube.com/watch?v=kJQP7kiw5Fk
Sam Smith,Too Good At Goodbyes,1.0,1.0,https://youtube.com/watch?v=J_ub7Etch2U
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2.0,2.0,https://youtube.com/watch?v=papuvlVeZg8
Camila Cabello,Havana (feat. Young Thug),1.0,1.0,https://youtube.com/watch?v=BQ0mxQXmLsk
Imagine Dragons,Thunder,2.0,0.0,https://youtube.com/watch?v=fKopy74weus
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),1.0,1.0,https://youtube.com/watch?v=OxPv8mSTv9U
The Chainsmokers,Something Just Like This,1.0,1.0,https://youtube.com/watch?v=FM7MFYoylVs
Ed Sheeran,Perfect,1.0,0.0,https://youtube.com/watch?v=2Vv-BfVoq4g
MGMT,Little Dark Age,2.0,1.0,https://youtube.com/watch?v=rtL5oMyBHPs
Travis Scott,goosebumps,2.0,1.0,https://youtube.com/watch?v=Dst9gZkq1a8
Billie Eilish,Bored,0.0,0.0,https://youtube.com/watch?v=Q2WcdaF8uL8
Future,Mask Off,1.0,0.0,https://youtube.com/watch?v=xvZqHgFz51I
G-Eazy,Him & I,2.0,0.0,https://youtube.com/watch?v=SA7AIQw-7Ms
Maroon 5,Cold (feat. Future),2.0,1.0,https://youtube.com/watch?v=XatXy6ZhKZw
Rae Sremmurd,Swang,0.0,0.0,https://youtube.com/watch?v=yr-udDR8KiE
Lil Peep,Save That Shit,1.0,0.0,https://youtube.com/watch?v=WvV5TbJc9tQ
A$AP Ferg,Plain Jane,2.0,1.0,https://youtube.com/watch?v=BwmuvqFzfLI
French Montana,Unforgettable,2.0,2.0,https://youtube.com/watch?v=CTFtOOh47oo
21 Savage,Bank Account,1.0,1.0,https://youtube.com/watch?v=sV2t3tW_JTQ
Axwell /\ Ingrosso,More Than You Know,2.0,1.0,https://youtube.com/watch?v=GsF05B8TFWg
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,1.0,0.0,https://youtube.com/watch?v=eNd4tt9raeg
J Balvin,Mi Gente,2.0,0.0,https://youtube.com/watch?v=wnJ6LuUFpMo
Jax Jones,You Don't Know Me - Radio Edit,2.0,2.0,https://youtube.com/watch?v=58w0VgL9BYs
Rae Sremmurd,Black Beatles,1.0,1.0,https://youtube.com/watch?v=b8m9zhNAgKs
Zara Larsson,Ain't My Fault,2.0,1.0,https://youtube.com/watch?v=eC-F_VZ2T1c
Travis Scott,BUTTERFLY EFFECT,1.0,0.0,https://youtube.com/watch?v=_EyZUTDAH0U
Ayo & Teo,Rolex,2.0,2.0,https://youtube.com/watch?v=lwk5OUII9Vc
Lil Uzi Vert,XO Tour Llif3,2.0,1.0,https://youtube.com/watch?v=WrsFXgQk5UI
Imagine Dragons,Whatever It Takes,1.0,1.0,https://youtube.com/watch?v=gOsM-DYAEhY
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1.0,0.0,https://youtube.com/watch?v=J7IMwop3RHs
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2.0,2.0,https://youtube.com/watch?v=NGLxoKOvzu4
G-Eazy,No Limit,2.0,1.0,https://youtube.com/watch?v=l_lblj8Cq0o
Playboi Carti,Magnolia,1.0,1.0,https://youtube.com/watch?v=oCveByMXd_0
Chord Overstreet,Hold On,1.0,0.0,https://youtube.com/watch?v=8ofCZObsnOo
Jax Jones,Breathe,2.0,2.0,https://youtube.com/watch?v=uGhKqb2Ow3E
Imagine Dragons,Believer,2.0,2.0,https://youtube.com/watch?v=7wtfhZwyrcc
Natti Natasha,Criminal,2.0,2.0,https://youtube.com/watch?v=VqEbCxg2bNI
Kendrick Lamar,HUMBLE.,1.0,1.0,https://youtube.com/watch?v=tvTRZJ-4EyI
Selena Gomez,Fetish (feat. Gucci Mane),1.0,0.0,https://youtube.com/watch?v=STO4-8vkG0U
Charlie Puth,Attention,1.0,2.0,https://youtube.com/watch?v=nfs8NYg7yQM
Big Shaq,Man's Not Hot,2.0,1.0,https://youtube.com/watch?v=3M_5oYU-IsU
Anne-Marie,Ciao Adios,2.0,1.0,https://youtube.com/watch?v=qqob4D3BoZc
Rag'n'Bone Man,Human,2.0,1.0,https://youtube.com/watch?v=L3wKzyIN1yk
blackbear,do re mi,1.0,0.0,https://youtube.com/watch?v=dfzlUHOFQ5k
Lil Pump,Gucci Gang,1.0,2.0,https://youtube.com/watch?v=4LfJnj66HVQ
Taylor Swift,Look What You Made Me Do,2.0,1.0,https://youtube.com/watch?v=3tmd-ClpJxA
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),2.0,1.0,https://youtube.com/watch?v=9sg-A-eS6Ig
Kodak Black,Tunnel Vision,1.0,0.0,https://youtube.com/watch?v=JzSUgOmP66Q
Kendrick Lamar,DNA.,1.0,1.0,https://youtube.com/watch?v=NLZRYQMLDW4
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),2.0,2.0,https://youtube.com/watch?v=rvaJ7QlhH0g
XXXTENTACION,Jocelyn Flores,1.0,1.0,https://youtube.com/watch?v=FAucVNRx_mU
Migos,Bad and Boujee (feat. Lil Uzi Vert),1.0,0.0,https://youtube.com/watch?v=S-sJp1FfG7Q
Yo Gotti,Rake It Up (feat. Nicki Minaj),1.0,1.0,https://youtube.com/watch?v=OrSadmwmmAs
Martin Garrix,Scared to Be Lonely,1.0,0.0,https://youtube.com/watch?v=e2vBLd5Egnk
Jonas Blue,Mama,2.0,1.0,https://youtube.com/watch?v=qPTfXwPf_HM
Martin Jensen,Solo Dance,2.0,1.0,https://youtube.com/watch?v=8iXGv8zUjaI
Taylor Swift,...Ready For It?,2.0,1.0,https://youtube.com/watch?v=wIft-t-MQuE
David Guetta,2U (feat. Justin Bieber),1.0,1.0,https://youtube.com/watch?v=RqcjBLMaWCg
Migos,Slippery (feat. Gucci Mane),2.0,2.0,https://youtube.com/watch?v=Hm1YFszJWbQ
Shawn Mendes,There's Nothing Holdin' Me Back,2.0,2.0,https://youtube.com/watch?v=dT2owtxkU8k
G-Eazy,Good Life (with G-Eazy & Kehlani),2.0,1.0,https://youtube.com/watch?v=FG9M0aEpJGE
The Vamps,All Night,2.0,1.0,https://youtube.com/watch?v=BqaoAQbkeXo
Dua Lipa,New Rules,2.0,1.0,https://youtube.com/watch?v=k2qgadSvNyU
Cardi B,Bodak Yellow,2.0,1.0,https://youtube.com/watch?v=PEGccV-NOm8
Rag'n'Bone Man,Skin,2.0,1.0,https://youtube.com/watch?v=1Al-nuR1iAU
Zara Larsson,I Would Like,2.0,0.0,https://youtube.com/watch?v=9bzMaiczpXU
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2.0,1.0,https://youtube.com/watch?v=fyaI4-5849w
Post Malone,Congratulations,2.0,1.0,https://youtube.com/watch?v=SC4xMk98Pdc
Avicii,Without You (feat. Sandro Cavazza),2.0,0.0,https://youtube.com/watch?v=WRz2MxhAdJo
Clean Bandit,Symphony (feat. Zara Larsson),1.0,1.0,https://youtube.com/watch?v=aatr_2MstrI
Katy Perry,Chained To The Rhythm,2.0,1.0,https://youtube.com/watch?v=Um7pMggPnug
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),2.0,2.0,https://youtube.com/watch?v=a2v_zGWawP0
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2.0,2.0,https://youtube.com/watch?v=ozv4q2ov3Mk
Migos,T-Shirt,2.0,1.0,https://youtube.com/watch?v=1VUa99-tJqs
OneRepublic,Rich Love (with Seeb),2.0,1.0,https://youtube.com/watch?v=0qHGEgFucQU
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,2.0,2.0,https://youtube.com/watch?v=qFmCXBL_4n8
Macklemore,Glorious (feat. Skylar Grey),2.0,1.0,https://youtube.com/watch?v=7OrLroFa0AI
Hayden James,NUMB,1.0,1.0,https://youtube.com/watch?v=9KFWhRDHb4w
Liam Payne,Strip That Down,1.0,1.0,https://youtube.com/watch?v=vSW2M-BB1NE
Drake,Passionfruit,1.0,1.0,https://youtube.com/watch?v=fHR1CZ9x61E
Justin Bieber,Friends (with BloodPop®),2.0,1.0,https://youtube.com/watch?v=BldYlGqs7pA
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",1.0,0.0,https://youtube.com/watch?v=7F37r50VUTQ
Alessia Cara,Scars To Your Beautiful,2.0,1.0,https://youtube.com/watch?v=_epVgBDPBOg
2 Chainz,It's A Vibe,1.0,1.0,https://youtube.com/watch?v=tU3p6mz-uxU
Starley,Call on Me - Ryan Riback Remix,2.0,2.0,https://youtube.com/watch?v=I-VsisgVkHw
AJR,Weak,1.0,2.0,https://youtube.com/watch?v=txCCYBMKdB0
Lana Del Rey,Lust for Life (with The Weeknd),2.0,0.0,https://youtube.com/watch?v=eP4eqhWc7sI
CNCO,Reggaetón Lento (Remix),2.0,1.0,https://youtube.com/watch?v=UONnRMuuDps
The Vamps,Middle Of The Night,2.0,1.0,https://youtube.com/watch?v=_aI0WM2OjTw
The Weeknd,I Feel It Coming,2.0,1.0,https://youtube.com/watch?v=qFLhGq0060w
The Chainsmokers,Paris,1.0,0.0,https://youtube.com/watch?v=RhU9MZ98jxo
Big Sean,Bounce Back,1.0,0.0,https://youtube.com/watch?v=phr1pOFK1V8
Shawn Mendes,Mercy,2.0,1.0,https://youtube.com/watch?v=KkGVmN68ByU
Avicii,Lonely Together (feat. Rita Ora),1.0,0.0,https://youtube.com/watch?v=vQ3XgMKAgxc
Cheat Codes,No Promises (feat. Demi Lovato),2.0,1.0,https://youtube.com/watch?v=jn40gqhxoSY
Bruno Mars,24K Magic,2.0,1.0,https://youtube.com/watch?v=UqyT8IEBkvY
Lorde,Homemade Dynamite - REMIX,1.0,0.0,https://youtube.com/watch?v=LONIThD7vO8
Kygo,It Ain't Me (with Selena Gomez),1.0,1.0,https://youtube.com/watch?v=D5drYkLiLI8
Drake,God's Plan,1.0,1.0,https://youtube.com/watch?v=xpVfcZ0ZcFM
Post Malone,rockstar (feat. 21 Savage),1.0,0.0,https://youtube.com/watch?v=UceaB4D0jpo
Offset,Ric Flair Drip (with Metro Boomin),1.0,0.0,https://youtube.com/watch?v=LPTlvQ1Zet0
G-Eazy,Him & I (with Halsey),2.0,0.0,https://youtube.com/watch?v=SA7AIQw-7Ms
Dynoro,In My Mind,2.0,0.0,https://youtube.com/watch?v=W9P_qUnMaFg
Juice WRLD,Lucid Dreams,1.0,0.0,https://youtube.com/watch?v=mzB1VGEGcSU
Zedd,The Middle,1.0,1.0,https://youtube.com/watch?v=M3mJkSqZbX4
Marshmello,FRIENDS,2.0,1.0,https://youtube.com/watch?v=CY8E6N5Nzec
Cardi B,I Like It,2.0,1.0,https://youtube.com/watch?v=LJlEdU7upL0
XXXTENTACION,Moonlight,1.0,2.0,https://youtube.com/watch?v=GX8Hg6kWQYI
Ariana Grande,no tears left to cry,2.0,1.0,https://youtube.com/watch?v=ffxKSjUwKdU
Sheck Wes,Mo Bamba,1.0,0.0,https://youtube.com/watch?v=VWoIpDVkOH0
Calvin Harris,One Kiss (with Dua Lipa),2.0,1.0,https://youtube.com/watch?v=DkeiKbqa02g
Tyga,Taste (feat. Offset),1.0,1.0,https://youtube.com/watch?v=LjxulQ1bEWg
Travis Scott,SICKO MODE,2.0,1.0,https://youtube.com/watch?v=6ONRf7h3Mdk
Imagine Dragons,Natural,1.0,0.0,https://youtube.com/watch?v=0I647GU3Jsc
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2.0,1.0,https://youtube.com/watch?v=ixkoVwKQaJg
Marshmello,Spotlight,2.0,1.0,https://youtube.com/watch?v=7R1N-8SoqcM
The Weeknd,Pray For Me (with Kendrick Lamar),2.0,0.0,https://youtube.com/watch?v=XR7Ev14vUh8
Billie Eilish,lovely (with Khalid),0.0,0.0,https://youtube.com/watch?v=V1Pl8CzNzCw
Migos,Walk It Talk It,1.0,1.0,https://youtube.com/watch?v=fGqdIPer-ms
Clean Bandit,Solo (feat. Demi Lovato),1.0,1.0,https://youtube.com/watch?v=8JnfIa84TnU
Drake,Nonstop,1.0,1.0,https://youtube.com/watch?v=lJTRVX9R5EA
6ix9ine,FEFE,1.0,1.0,https://youtube.com/watch?v=V_MXGdSBbAI
The Weeknd,Call Out My Name,1.0,0.0,https://youtube.com/watch?v=M4ZoCHID9GI
Nio Garcia,Te Boté - Remix,2.0,1.0,https://youtube.com/watch?v=9jI-z9QN6g8
Migos,MotorSport,1.0,0.0,https://youtube.com/watch?v=9v_rtaye2yY
Nicky Jam,X,2.0,2.0,https://youtube.com/watch?v=_I_D_8Z4sJE
XXXTENTACION,SAD!,1.0,1.0,https://youtube.com/watch?v=pgN-vvVVxMA
Becky G,Sin Pijama,2.0,2.0,https://youtube.com/watch?v=zEf423kYfqk
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2.0,0.0,https://youtube.com/watch?v=IumYMCllMsM
6ix9ine,GUMMO,2.0,1.0,https://youtube.com/watch?v=gAs9HZC9c7Y
Jax Jones,Breathe,2.0,2.0,https://youtube.com/watch?v=uGhKqb2Ow3E
The Chainsmokers,Sick Boy,1.0,1.0,https://youtube.com/watch?v=eACohWVwTOc
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2.0,1.0,https://youtube.com/watch?v=VwAnsAUYnw4
Rich The Kid,Plug Walk,1.0,0.0,https://youtube.com/watch?v=ToY6sjSV8h8
Kendrick Lamar,All The Stars (with SZA),1.0,1.0,https://youtube.com/watch?v=JQbjS0_ZfJ0
Logic,Everyday,2.0,1.0,https://youtube.com/watch?v=_qQsPw4CqUI
Jason Derulo,Tip Toe (feat. French Montana),2.0,1.0,https://youtube.com/watch?v=nNA9ru2Ox5o
Ariana Grande,God is a woman,1.0,0.0,https://youtube.com/watch?v=kHLHSlExFis
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,2.0,1.0,https://youtube.com/watch?v=95Rzsn-zjr0
EO,German,1.0,2.0,https://youtube.com/watch?v=YQziAomUCT4
Dennis Lloyd,Nevermind,2.0,0.0,https://youtube.com/watch?v=naW6-WxmMiU
girl in red,we fell in love in october,1.0,0.0,https://youtube.com/watch?v=iggmiF7DNoM
Selena Gomez,Wolves,2.0,0.0,https://youtube.com/watch?v=cH4E_t3m3xM
Tiësto,Jackie Chan,2.0,2.0,https://youtube.com/watch?v=6DaL-Z4dwzI
Tom Walker,Leave a Light On,1.0,0.0,https://youtube.com/watch?v=nqnkBdExjws
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",2.0,2.0,https://youtube.com/watch?v=p03TIGqEc8o
Marshmello,Silence,2.0,0.0,https://youtube.com/watch?v=tk36ovCMsU8
5 Seconds of Summer,Youngblood,2.0,0.0,https://youtube.com/watch?v=-RJSbO8UZVY
Loud Luxury,Body (feat. brando),2.0,1.0,https://youtube.com/watch?v=IetIg7y5k3A
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),2.0,0.0,https://youtube.com/watch?v=RQUuqbzQVsY
NF,Let You Down,2.0,1.0,https://youtube.com/watch?v=fbHbTBP_u7U
XXXTENTACION,changes,0.0,1.0,https://youtube.com/watch?v=f0bbDFRYD_A
Maluma,Corazón (feat. Nego do Borel),2.0,2.0,https://youtube.com/watch?v=GmHrjFIWl6U
Cardi B,Bodak Yellow,2.0,1.0,https://youtube.com/watch?v=PEGccV-NOm8
Lil Baby,Yes Indeed,1.0,1.0,https://youtube.com/watch?v=AbEHRrq7xwU
Jonas Blue,Rise,2.0,1.0,https://youtube.com/watch?v=btrzs54s1Rc
David Guetta,Flames,1.0,1.0,https://youtube.com/watch?v=J75enyWdbBM
Ozuna,Vaina Loca,2.0,1.0,https://youtube.com/watch?v=bx-fuY7LpSU
Charlie Puth,How Long,1.0,2.0,https://youtube.com/watch?v=CwfoyVa980U
Post Malone,Better Now,1.0,1.0,https://youtube.com/watch?v=UYwF-jdcVjY
BlocBoy JB,Look Alive (feat. Drake),1.0,1.0,https://youtube.com/watch?v=NV-3s2wwC8c
Eminem,River (feat. Ed Sheeran),2.0,1.0,https://youtube.com/watch?v=wfWIs2gFTAM
Marshmello,Happier,2.0,2.0,https://youtube.com/watch?v=m7Bc3pLyij0
Dean Lewis,Be Alright,1.0,1.0,https://youtube.com/watch?v=I0czvJ_jikg
Charlie Puth,Done for Me (feat. Kehlani),1.0,2.0,https://youtube.com/watch?v=TdyllLZeviY
Migos,Stir Fry,2.0,1.0,https://youtube.com/watch?v=HI-mXMr8glQ
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",1.0,0.0,https://youtube.com/watch?v=z61GFxVD8K4
Drake,In My Feelings,1.0,1.0,https://youtube.com/watch?v=DRS_PpOrUZ4
B Young,Jumanji,1.0,1.0,https://youtube.com/watch?v=JFlrNP6_I28
Charlie Puth,The Way I Am,2.0,1.0,https://youtube.com/watch?v=EQnk-h-LCpQ
Reik,Me Niego (feat. Ozuna & Wisin),2.0,2.0,https://youtube.com/watch?v=JyqD_zfXfi8
benny blanco,Eastside (with Halsey & Khalid),2.0,0.0,https://youtube.com/watch?v=56WBK4ZK_cw
Luis Fonsi,Échame La Culpa,2.0,2.0,https://youtube.com/watch?v=TyHvyGVs42U
MK,17,2.0,2.0,https://youtube.com/watch?v=NoBAfjvhj7o
Rita Ora,Anywhere,2.0,0.0,https://youtube.com/watch?v=ksdAs4LBRq8
Banx & Ranx,Answerphone (feat. Yxng Bane),2.0,1.0,https://youtube.com/watch?v=ayzAJ9yjnX8
Ella Mai,Trip,1.0,1.0,https://youtube.com/watch?v=JfGD75vHWrU
Daddy Yankee,Dura,2.0,2.0,https://youtube.com/watch?v=sGIm0-dQd8M
DJ Khaled,No Brainer,2.0,1.0,https://youtube.com/watch?v=kxloC1MKTpg
Anne-Marie,2002,2.0,1.0,https://youtube.com/watch?v=Il-an3K9pjg
Bruno Mars,Finesse - Remix; feat. Cardi B,2.0,2.0,https://youtube.com/watch?v=LsoLEjrDogU
FINNEAS,Let's Fall in Love for the Night,1.0,1.0,https://youtube.com/watch?v=VaKzNtwPQxE
Hugh Jackman,The Greatest Show,2.0,1.0,https://youtube.com/watch?v=3E2m5RRZNS0
Halsey,Bad At Love,2.0,1.0,https://youtube.com/watch?v=xdYFuCp3m9k
Drake,I'm Upset,1.0,1.0,https://youtube.com/watch?v=rIhx2wZ8jnA
Camila Cabello,Never Be the Same,2.0,0.0,https://youtube.com/watch?v=Ph54wQG8ynk
M.O,Bad Vibe,2.0,2.0,https://youtube.com/watch?v=moZI7CT29KU
Dua Lipa,IDGAF,1.0,1.0,https://youtube.com/watch?v=Mgfe5tIwOj0
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),1.0,1.0,https://youtube.com/watch?v=2h0bkuWzQeU
Bazzi,Mine,2.0,2.0,https://youtube.com/watch?v=Gc71AmT_b2k
Lil Dicky,Freaky Friday (feat. Chris Brown),1.0,2.0,https://youtube.com/watch?v=aZla1ttZHaw
Lauv,I Like Me Better,1.0,1.0,https://youtube.com/watch?v=a7fzkqLozwA
The Chainsmokers,This Feeling,1.0,1.0,https://youtube.com/watch?v=YuPzpoC3QNc
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,1.0,1.0,https://youtube.com/watch?v=aJOTlE1K90k
Khalid,Love Lies (with Normani),1.0,1.0,https://youtube.com/watch?v=xYtsL9znopI
Drake,Nice For What,2.0,2.0,https://youtube.com/watch?v=U9BwWKXjVaI
Kendrick Lamar,LOVE. FEAT. ZACARI.,1.0,2.0,https://youtube.com/watch?v=ox7RsX1Ee34
Post Malone,Psycho (feat. Ty Dolla $ign),1.0,1.0,https://youtube.com/watch?v=au2n7VVGv_c
Lil Nas X,Old Town Road - Remix,1.0,1.0,https://youtube.com/watch?v=r7qovpFAGrQ
Billie Eilish,bad guy,1.0,1.0,https://youtube.com/watch?v=DyDfgMOUjCI
Shawn Mendes,Señorita,1.0,2.0,https://youtube.com/watch?v=Pkh8UtuejGw
Ariana Grande,7 rings,0.0,0.0,https://youtube.com/watch?v=QYh6mYIJG2Y
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,1.0,2.0,https://youtube.com/watch?v=ApXoWvfEYVU
Gesaffelstein,Lost in the Fire (feat. The Weeknd),2.0,0.0,https://youtube.com/watch?v=ZGDGdRIxvd0
Halsey,Without Me,1.0,1.0,https://youtube.com/watch?v=J6enOG547lk
Regard,Ride It,2.0,2.0,https://youtube.com/watch?v=ucVUEmjKsko
Lady Gaga,Shallow,1.0,0.0,https://youtube.com/watch?v=bo_efYhYU2A
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2.0,0.0,https://youtube.com/watch?v=A9hcJgtnm6Q
Lewis Capaldi,Someone You Loved,1.0,1.0,https://youtube.com/watch?v=zABLecsR5UE
Jax Jones,All Day And Night,2.0,1.0,https://youtube.com/watch?v=jfreFPe99GU
Mustard,Pure Water (with Migos),1.0,0.0,https://youtube.com/watch?v=9hJ8lLNWrM4
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],1.0,1.0,https://youtube.com/watch?v=2KDlDuS6r6I
Kodak Black,ZEZE (feat. Travis Scott & Offset),1.0,1.0,https://youtube.com/watch?v=mjaayCARwro
Daddy Yankee,Con Calma,2.0,1.0,https://youtube.com/watch?v=DiItGE3eAyQ
Alec Benjamin,Let Me Down Slowly,1.0,1.0,https://youtube.com/watch?v=50VNCymT-Cs
BLACKPINK,Kill This Love,2.0,1.0,https://youtube.com/watch?v=2S24-y0Ij3Y
Offset,Clout (feat. Cardi B),1.0,1.0,https://youtube.com/watch?v=mt2zvsvkKKo
MEDUZA,Piece Of Your Heart,2.0,1.0,https://youtube.com/watch?v=KWjV25q34Hw
Ed Sheeran,Antisocial (with Travis Scott),2.0,2.0,https://youtube.com/watch?v=CfkxLRuSteI
Travis Scott,SICKO MODE,2.0,1.0,https://youtube.com/watch?v=6ONRf7h3Mdk
Mabel,Mad Love,2.0,1.0,https://youtube.com/watch?v=hY1tULEr4-4
Lana Del Rey,Doin' Time,1.0,1.0,https://youtube.com/watch?v=qolmz4FlnZ0
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",2.0,1.0,https://youtube.com/watch?v=ixkoVwKQaJg
A Boogie Wit da Hoodie,Look Back at It,1.0,1.0,https://youtube.com/watch?v=DmNfT-B7nlA
Saweetie,My Type,2.0,1.0,https://youtube.com/watch?v=x5c2iRHlAHA
Lil Tecca,Ransom,1.0,0.0,https://youtube.com/watch?v=1XzY2ij_vL4
Russ Millions,Keisha & Becky - Remix,1.0,1.0,https://youtube.com/watch?v=WaHurwdxmgU
Billie Eilish,lovely (with Khalid),0.0,0.0,https://youtube.com/watch?v=V1Pl8CzNzCw
Mabel,Don't Call Me Up,2.0,0.0,https://youtube.com/watch?v=9TQKyDD9Yig
Lil Nas X,Old Town Road,1.0,1.0,https://youtube.com/watch?v=r7qovpFAGrQ
Meek Mill,Going Bad (feat. Drake),1.0,1.0,https://youtube.com/watch?v=S1gp0m4B5p8
Post Malone,Wow.,1.0,1.0,https://youtube.com/watch?v=393C3pr2ioY
Doja Cat,Juicy,1.0,1.0,https://youtube.com/watch?v=YIALlhlyqO4
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1.0,1.0,https://youtube.com/watch?v=v-rxFHRTrJc
iann dior,emotions,1.0,0.0,https://youtube.com/watch?v=6TsnAZLYu0A
Paulo Londra,Adan y Eva,2.0,2.0,https://youtube.com/watch?v=aSjflT_J0Xo
Drake,Money In The Grave (Drake ft. Rick Ross),1.0,0.0,https://youtube.com/watch?v=R0ykLlhg0AQ
Lil Nas X,Panini,1.0,1.0,https://youtube.com/watch?v=bXcSLI58-h8
Bad Bunny,MIA (feat. Drake),1.0,0.0,https://youtube.com/watch?v=OSUxrSe5GbI
Polo G,Pop Out (feat. Lil Tjay),1.0,0.0,https://youtube.com/watch?v=g-uW3I_AtDE
Juice WRLD,Robbery,2.0,1.0,https://youtube.com/watch?v=iI34LYmJ1Fs
21 Savage,a lot,1.0,0.0,https://youtube.com/watch?v=DmWWqogr_r8
Young Thug,The London (feat. J. Cole & Travis Scott),1.0,0.0,https://youtube.com/watch?v=G8Hp-AKrfm0
Anuel AA,China,2.0,1.0,https://youtube.com/watch?v=0VR3dfZf9Yg
Camila Cabello,Liar,1.0,1.0,https://youtube.com/watch?v=KsDZix4ZSlU
Flipp Dinero,Leave Me Alone,2.0,2.0,https://youtube.com/watch?v=9L-pHRITk0g
Cardi B,Money,1.0,0.0,https://youtube.com/watch?v=zUOh09GoQgk
Ariana Grande,"break up with your girlfriend, i'm bored",1.0,1.0,https://youtube.com/watch?v=LH4Y1ZUUx2g
Dave,Location (feat. Burna Boy),1.0,1.0,https://youtube.com/watch?v=JpGKWUdRnXE
Ava Max,Sweet but Psycho,2.0,1.0,https://youtube.com/watch?v=WXBHCQYxwr0
Dua Lipa,Don't Start Now,2.0,2.0,https://youtube.com/watch?v=oygrmJFKYZY
Young T & Bugsey,Strike a Pose (feat. Aitch),1.0,1.0,https://youtube.com/watch?v=ng83tmoQ3yU
